,0,1,2,3,4,5,6,7,8,9,10,11,12
Tfdp1_extended (133g),0.313092128178456,0.29434644331333,0.288813919906471,0.283770348353353,0.277294511616091,0.256114814921028,0.256447523633595,0.245903724447295,0.239796743774403,0.243485756060431,0.206790550006243,0.187774838486602,0.175315132478936
Nfyb_extended (47g),0.326493663012929,0.288172996057431,0.272780561094859,0.271417112896451,0.269899186931041,0.2564960542875,0.24021987166807,0.234344955831816,0.251575024124023,0.281652074932448,0.206975625167317,0.186298055444411,0.176106619847666
Nfyb (28g),0.318560029412884,0.283999334702092,0.271386084231583,0.270037727340236,0.263681196239561,0.260368332272812,0.240129630163508,0.235122355249707,0.250420149858253,0.298453905830115,0.203451723829643,0.185996672461607,0.173748761426127
E2f2_extended (187g),0.321376360211359,0.296336123038708,0.285897952707342,0.2830551360776,0.278310221246805,0.255526954384527,0.246751403143521,0.241177377744232,0.241961122714238,0.246979087846078,0.208477001792697,0.18718535003225,0.17635605749777
E2f2 (147g),0.322110551234387,0.296981753646938,0.284850911360516,0.28155645863109,0.280304859106191,0.253480163977868,0.246255608649363,0.239914768952407,0.24349046020962,0.248337724215786,0.208093567171648,0.186926942701373,0.175754181251383
E2f8_extended (36g),0.288068501340734,0.264912468129292,0.248254682198983,0.260604362546458,0.239684270729835,0.247113689004025,0.235216283801895,0.241359747832518,0.241926468497552,0.381478787111471,0.203619337303789,0.179607498094056,0.175663574507237
E2f8 (19g),0.274457051701301,0.227905146630911,0.223770030503016,0.240321287919502,0.202627318586697,0.233457131357689,0.205318336385647,0.246080861157048,0.22958860175751,0.455822539941662,0.186187761705188,0.180331664305933,0.175387106073436
Sin3a_extended (770g),0.317250415604692,0.299559613062394,0.297048099236328,0.285327361363707,0.280800401160868,0.256396447942421,0.251201313447576,0.245635111937168,0.239363474227125,0.223672470722555,0.208887384339379,0.187817372333343,0.177025973360056
Sin3a (334g),0.320259779278901,0.297999747063735,0.296338077993824,0.283728833047976,0.278657820469196,0.257033506887545,0.251541975559977,0.245272451959475,0.239524684683656,0.226215227260922,0.208938154169409,0.187489049186282,0.17662114817113
Mxi1_extended (2236g),0.31604216391167,0.297708901671634,0.297117830044535,0.287696014391189,0.281627398812206,0.257073247075638,0.253640380772079,0.245778114541776,0.240307543054137,0.221458715448185,0.207359123962436,0.18799979236875,0.175889926113696
Hdac2_extended (91g),0.315143489463721,0.296902676080417,0.298451506692678,0.281021676478226,0.273715327997839,0.26579636132573,0.24836698026946,0.244233604566746,0.242178192093504,0.225905869969546,0.213535178748054,0.187479739471021,0.17698314536306
Dnmt1 (30g),0.310824206726745,0.282337826660301,0.280032305333066,0.274747108438699,0.254119182860437,0.271960041181664,0.241355391432279,0.245557121659036,0.229198916102472,0.29654373455405,0.214195220683493,0.186041368392203,0.177081004495801
Smarcc1_extended (26g),0.308630280489495,0.289316622540544,0.286483392641819,0.267434842013952,0.262972201195288,0.271644121398095,0.249252290069794,0.242994543720872,0.246253380841299,0.272113101227558,0.210190580232373,0.185692254037655,0.176311100846774
Maz_extended (310g),0.315677768510316,0.298854294009779,0.295194484768561,0.282790973246801,0.274617860818255,0.263669941375412,0.250299255239519,0.246858194937609,0.242110969555668,0.226621524167997,0.209756628877773,0.187440641912095,0.176430425772931
Egr3_extended (264g),0.324344386477708,0.297621256954106,0.282567022014712,0.280285729802482,0.272223985318393,0.260809351140845,0.250219115961049,0.249143860128785,0.256800478344582,0.222481514160333,0.21044594633708,0.188098744841645,0.175837588771284
Rad21_extended (234g),0.311919841678999,0.30764258279669,0.292961162444122,0.28157477595119,0.2734404815542,0.25907845106572,0.248751649989364,0.24128815518779,0.237716563318008,0.241675323287184,0.21029534864234,0.186478063074707,0.177529426463488
Pbx1_extended (202g),0.314324776656958,0.295373238937599,0.293865450737972,0.282990945471205,0.279536452466257,0.271141424874232,0.248885285940258,0.243315805219202,0.238830807856434,0.230224757683296,0.209048962464566,0.187724913320637,0.176157889291856
E2f4_extended (599g),0.317157471989551,0.303193312448133,0.293779833000024,0.282869085653446,0.279967465898769,0.262160449755541,0.25026736084764,0.242779538646568,0.240537750370753,0.224114883449698,0.209354731983026,0.187088073281442,0.176084206262495
Brca1_extended (237g),0.314257420382522,0.295923214662308,0.289269709304122,0.279921635506981,0.272581089635475,0.263692127626363,0.250573182753987,0.242803972932438,0.239956558353072,0.251775023808204,0.210892181364978,0.186466362381777,0.176099042228758
Srebf2_extended (685g),0.319138942648627,0.299121123492259,0.293160982279129,0.284860111707473,0.279289253471908,0.26206053790506,0.251665211377265,0.243467927800795,0.241013819008822,0.223401342632564,0.209098527782624,0.187458651285125,0.17644155630127
Ybx1_extended (459g),0.319281863331176,0.298830346339634,0.290327500040024,0.282680205473597,0.280242686162204,0.259787901241987,0.250560164208648,0.242094753448639,0.244156084734089,0.231453781759384,0.208575895575835,0.187605885039,0.175980445819895
Irf8_extended (619g),0.316770483848024,0.297209359221921,0.299652608663695,0.287871058474042,0.284624888187934,0.255507281416946,0.251036155269448,0.245043819843083,0.239722619600082,0.220014102933436,0.205904065727735,0.189370676510709,0.176056967949597
Irf8 (230g),0.31897885480446,0.295150143946741,0.299679320349529,0.286364095236958,0.283592609352414,0.255967432529558,0.250924920401611,0.245970611506309,0.239864080203977,0.220619206841018,0.205875685959192,0.189812903148605,0.176353737138712
Elf4_extended (555g),0.314659210016876,0.297782732755558,0.296675554986719,0.287414696242352,0.282964560587514,0.259845299621599,0.254499182396807,0.244402910586104,0.238788471325574,0.219223264872386,0.207892276689058,0.188779096838664,0.176426829021039
Elf4 (363g),0.316740969091567,0.298011170381853,0.296523716117858,0.286154744446825,0.28058333326892,0.259536631013087,0.25401432430013,0.244726800691635,0.239887516179795,0.220164186370875,0.207743078294794,0.188772034760016,0.176560919508534
Stat1_extended (249g),0.318856546836751,0.302944326640195,0.295006553794254,0.281464589853093,0.277843223165335,0.263797126107803,0.24591414724056,0.24267749944854,0.233851597730702,0.220649520975758,0.212300686254642,0.197351864867844,0.180189714885526
Stat1 (152g),0.317991192829191,0.302948691222323,0.29510729774258,0.281237561685213,0.277586869746257,0.261702882950907,0.246469496388744,0.24318180982532,0.236662358662338,0.221473260884238,0.210520795690117,0.198492257991001,0.17948891611716
